#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
EVTDESC504;ÎÒ²»»áÔÊĞíÄã±ø²»ÑªÈĞ¾ÍÍµ×ßÎÒµÄÈËÃñ£¡Äã²»ÔÙÊÇÎÒµÄ¿Éº¹¡£;Je ne vous laisserai pas vous emparer de mes titres sans me battre? Vous n'êtes plus mon khan.;Ich werde Euch mein Volk nicht kampflos überlassen! Ihr seid nicht länger mein Khan.;;¡No permitir?que robes mi gente sin pelear! Ya no eres mi kan.;;;;;;;;x
LIEGE_ENDED_OTHER_WAR_PARTICIPATION_SETUP;ÁìÖ÷½áÊø²ÎÓëÕ½Õù;Le seigneur lige ne participe plus ?la guerre;Lehnsherr beendete seine Kriegsteilnahme;;Soberano termin?la participación en la guerra;;;;;;;;x
LIEGE_ENDED_OTHER_WAR_SETUP;ÁìÖ÷½áÊøÁËÕ½Õù;Le seigneur lige a mis fin ?la guerre;Lehnsherr beendete Krieg;;Soberano termin?guerra;;;;;;;;x
ASK_FOR_CLAIM_INTERACTION_ACCEPT_SETUP;Ğû³ÆÇëÇó±»½ÓÊÜÁË;Requête de revendication acceptée;Der Bitte um Erteilung eines Anspruchs wurde stattgegeben;;La solicitud de reclamación fue aceptada;;;;;;;;x
SET_TITLE_ADVENTURER_EFFECT;§Y$TITLE$?±äÎªÃ°ÏÕÕßÍ·ÏÎ¡£\n;§Y$TITLE$? devient un titre d'aventurier.\n;§Y$TITLE$? wird zu einem Abenteurertitel.\n;;§Y$TITLE$?se convierte en un título de aventurero.\n;;;;;;;;x
UNSET_TITLE_ADVENTURER_EFFECT;§Y$TITLE$?²»ÔÙÊÇÃ°ÏÕÕßÍ·ÏÎ¡£\n;§Y$TITLE$? ne sera plus un titre d'aventurier.\n;§Y$TITLE$? ist nun kein Abenteurertitel mehr.\n;;§Y$TITLE$?Ya no ser?un título de aventurero.\n;;;;;;;;x
SET_TITLE_LANDLESS_EFFECT;§Y$TITLE$?³ÉÎªÁÙÊ±Í·ÏÎ¡£\n;§Y$TITLE$? devient un titre temporaire.\n;§Y$TITLE$? wird zu einem temporären Titel.\n;;§Y$TITLE$? se convierte en un título temporal. \n;;;;;;;;x
UNSET_TITLE_LANDLESS_EFFECT;§Y$TITLE$?²»ÔÙÊÇÁÙÊ±Í·ÏÎ¡£\n;§Y$TITLE$? ne sera plus un titre temporaire.\n;§Y$TITLE$? ist nun kein temporärer Titel mehr.\n;;§Y$TITLE$?ya no ser?un título temporal. \n;;;;;;;;x
LOOTING_FORBIDDEN_AGAINST_CHAR;²»ÔÊĞí½ÙÂÓ§Y$CHAR$?;N'a pas le droit de piller §Y$CHAR$?;§Y$CHAR$? darf nicht geplündert werden;;No permitido saquear §Y$CHAR$?;;;;;;;;x
HAS_FEUD_WITH;Óë§Y$CLAN$?ÓĞÊÀ³ğ;Est en querelle avec §Y$CLAN$?;Hat eine Fehde mit §Y$CLAN$?;;Tiene enemistad con §Y$CLAN$?;;;;;;;;x
NOT_HAS_FEUD_WITH;Óë§Y$CLAN$?Ã»ÓĞÊÀ³ğ;N'a pas de querelle avec §Y$CLAN$?;Hat KEINE Fehde mit §Y$CLAN$?;;No tiene enemistad con §Y$CLAN$?;;;;;;;;x
MUST_BE_A_COMMANDER;§Y$FIRST_CHAR$§!±ØĞëÊÇ§Y$SECOND_CHAR$§!µÄÖ¸»Ó¹Ù;§Y$FIRST_CHAR$? doit être un commandant de §Y$SECOND_CHAR$?;§Y$FIRST_CHAR$? muss ein Kommandant von §Y$SECOND_CHAR$'s? sein;;§Y$FIRST_CHAR$? debe ser uno de los comandantes de §Y$SECOND_CHAR$?;;;;;;;;;x
RESIGN_AS_COMMANDER_INTERACTION_TITLE;´ÇÈ¥Ö¸»Ó¹Ù;Démissionner du poste de commandant;Als Kommandant zurücktreten;;Renunciar como comandante;;;;;;;;;x
RESIGN_AS_COMMANDER_INTERACTION_DESC;´ÇÈ¥Äã×÷ÎªÖ¸»Ó¹ÙµÄÖ°Ôğ;Abandonnez vos fonctions de commandant;Zieht Euch von Euren Pflichten als Kommandant zurück;;Renunciar a tu deber como comandante;;;;;;;;;x
RESIGN_AS_COMMANDER_INTERACTION_LONG_DESC;Îª·ÀÊÜÉË»òÎªÁËÁìµ¼×Ô¼ºµÄ¾ü¶Ó£¬´ÇÈ¥Äã×÷ÎªÖ¸»Ó¹ÙµÄÖ°Ôğ¿´ÆğÀ´ÊÇÒ»¸öºÃÖ÷Òâ¡£;Pour empêcher les blessures ou pour diriger vos troupes, il serait judicieux de démissionner de votre poste de commandant.;Um einer Verwundung vorzubeugen oder um die eigenen Truppen anzuführen, kann es ratsam sein, von den Pflichten als Kommandant zurückzutreten.;;Para evitar lesiones o para liderar tus propias tropas, sería una buena idea renunciar a tu deber como comandante.;;;;;;;;;x
RESIGN_AS_COMMANDER_INTERACTION_ACCEPT_SETUP;Ö¸»Ó¹ÙÒÑ´ÇÖ°;Un commandant a démissionn?Kommandant zurückgetreten;;Comandante dimitido;;;;;;;;;x
RESIGN_AS_COMMANDER_INTERACTION_ACCEPT_LOG;§Y[Actor.GetBestName]§W´ÇÈ¥ÁË[Actor.GetHerHis]×÷ÎªÖ¸»Ó¹ÙµÄÖ°Ôğ¡£;§Y[Actor.GetBestName]§W a démissionn?de ses fonctions de commandant.;§Y[Actor.GetBestName]§W ist als Kommandant zurückgetreten.;;§Y[Actor.GetBestName]§W ha renunciado a [Actor.GetHerHis] deber como comandante.;;;;;;;;;x
RESIGN_AS_COMMANDER_INTERACTION_LETTER;ÎÒ¾ö¶¨²»ÔÙµ£ÈÎÄãÊÖÏÂµÄÖ¸»Ó¹Ù¡£;J'ai décid?de démissionner de mon poste de commandant.;Ich habe entschieden, als Euer Kommandant abzutreten.;;He decidido renunciar a ser tu comandante.;;;;;;;;x
MINOR_TITLES;´Î¼¶Í·ÏÎ;Titres mineurs;Niedere Titel ;;Títulos menores;;;;;;;;x
allowed_to_hold;ÓµÓĞÕß×´Ì¬;Conditions du titulaire;Bedingungen für den Halter;;Condiciones del poseedor;;;;;;;;x
CLAN_OPINION_LOWER_THAN;²¿Âä¹Û¸ĞµÍÓÚ;Sentiment du clan inférieur ?;Klanmeinung geringer als ;;Sentimiento de clan menor de;;;;;;;;x
CLAN_OPINION_AT_LEAST;²¿Âä¹Û¸ĞÖÁÉÙ;Sentiment du clan supérieur ou égal ?;Klanmeinung wenigstens ;;Sentimiento de clan al menos;;;;;;;;x
CLAN_OPINION_DIFF_LOWER_THAN;§Y$FIRST$?ÒÔ¼°§Y$SECOND$?Ö®¼ä²¿Âä¹Û¸Ğ²îÒìĞ¡ÓÚ§Y$VAL$?;La différence de sentiment entre §Y$FIRST$? et §Y$SECOND$? est inférieure ?§Y$VAL$?;Unterschied der Klanmeinung zwischen §Y$FIRST$? und §Y$SECOND$? niedriger als §Y$VAL$?;;Diferencia de sentimiento del clan entre §Y$FIRST$? y §Y$SECOND$? menor que §Y$VAL$?;;;;;;;;x
CLAN_OPINION_DIFF_AT_LEAST;§Y$FIRST$?ÒÔ¼°§Y$SECOND$?Ö®¼ä²¿Âä¹Û¸Ğ²îÒìÖÁÉÙ§Y$VAL$?;La différence de sentiment entre §Y$FIRST$? et§Y$SECOND$? est d'au moins §Y$VAL$?;Unterschied der Klanmeinung zwischen §Y$FIRST$? und §Y$SECOND$? wenigstens §Y$VAL$?;;Diferencia de sentimiento del clan entre §Y$FIRST$? y §Y$SECOND$? de por lo menos §Y$VAL$?;;;;;;;;x
alert_available_minor_title_instant;§Y¿ÉÊÚÓèÌØÊâ´Î¼¶Í·ÏÎ?;§YTitres mineurs spéciaux décernables?;§YSpezielle niedere Titel zu vergeben?;;§YTítulos menores especiales concedidos?;;;;;;;;x
alert_available_minor_title_delayed;¿ÉÊÚÓèÒÔÏÂÌØÊâ´Î¼¶Í·ÏÎ£º\n$LIST$;Les titres mineurs suivants peuvent être décernés?\n$LIST$;Folgende spezielle niedere Titel können vergeben werden:\n$LIST$;;Se pueden conceder los siguientes títulos menores especiales:\n$LIST$ ;;;;;;;;x
title_commander_desc;§YÖ¸»Ó¹Ù§!ÊÇ§Y¾üÊÂ×Ü¹Ü§!ºÍÍ³ÖÎÕßÖ®ÍâÎ¨¶ÀÔÊĞíÁì±øµÄÒ»ÈºÈË¡£;Les §Ycommandants?, avec le §Ymaréchal? et le souverain, sont les seuls ?pouvoir commander des armées.;§YKommandanten? sind neben dem §YMarschall? und dem Herrscher die einzigen, die eine Armee kommandieren dürfen.;;§YCommanders? son los únicos que tras el §YMarshal? {mariscal} y el gobernante que pueden dirigir ejércitos.;;;;;;;;x
NUM_OF_FEUDS_LESS;µÍÓÚ§Y$VAL$§WµÄÊÀ³ğ¡£;Moins de §Y$VAL$§W querelles.;Weniger als §Y$VAL$§W Fehden.;;Menos de §Y$VAL$§W enemistades.;;;;;;;;x
NUM_OF_FEUDS_AT_LEAST;ÖÁÉÙ§Y$VAL$§WµÄÊÀ³ğ¡£;Au moins §Y$VAL$§W querelles.;Mindestens §Y$VAL$§W Fehde(n).;;Al menos §Y$VAL$§W enemistades.;;;;;;;;x
CLANS;²¿×å;Clans;Klans;;Clanes;;;;;;;;x
EVTNAMEHL11;²¿×å¸Ä»»ÄãµÄĞÅÑö;Un clan a adopt?votre religion.;Klan trat zu Eurem Glauben über;;Clan adopt?tu fe;;;;;;;;x
EVTDESCHL11;[FromFrom.Clan.GetName]£¬[FromFrom.GetBestName]²¿×åµÄÁìĞä£¬ÒÑ¸Ä»»ÎÒÃÇµÄ×Ú½Ì¡£;[FromFrom.GetBestName], chef du clan [FromFrom.Clan.GetName], a adopt?notre religion.;[FromFrom.GetBestName], der Anführer des Klans [FromFrom.Clan.GetName], hat unseren Glauben angenommen.;;[FromFrom.GetBestName], líder del clan [FromFrom.Clan.GetName], ha adoptado nuestra religión.;;;;;;;;x
EVTNAMEHL9;²¿×å¸Ä»»ÆäËûĞÅÑö;Un clan a adopt?une autre religion;Klan übernahm fremden Glauben;;Clan adopt?otra fe;;;;;;;;x
EVTDESCHL9;[FromFrom.Clan.GetName]£¬[FromFrom.GetBestName]²¿×åµÄÁìĞä£¬ÒÑ¸Ä»»[FromFromFrom.GetFirstName]µÄ×Ú½Ì£¬³ÉÎªÁË[FromFromFrom.Religion.GetName]¡£;[FromFrom.GetBestName], chef du clan [FromFrom.Clan.GetName] a adopt?la religion de [FromFromFrom.GetFirstName] en devenant [FromFromFrom.Religion.GetName].;[FromFrom.GetBestName], der Anführer des Klans [FromFrom.Clan.GetName], hat den Glauben von [FromFromFrom.GetFirstName] angenommen und ist nun [FromFromFrom.Religion.GetName].;;[FromFrom.GetBestName], líder del clan [FromFrom.Clan.GetName] ha adoptado la fe de [FromFromFrom.GetFirstName] y se convierte al [FromFromFrom.Religion.GetName].;;;;;;;;x
convert_fort_to_city_named;½«[Root.GetName]µÄ±¤ÀİÉı¼¶Îª³ÇÊĞ;Améliorer le fort de [Root.GetName] en cit?Das Fort [Root.GetName] zu einer Stadt ausbauen;;Actualizar la fortaleza de [Root.GetName] a una ciudad;;;;;;;;x
convert_fort_to_castle_named;°Ñ[Root.GetName]µÄ±¤ÀİÉı¼¶Îª³Ç±¤;Améliorer le fort de [Root.GetName] en château;Das Fort [Root.GetName] zu einer Burg ausbauen;;Actualizar la fortaleza de [Root.GetName] a un castillo;;;;;;;;x
convert_fort_to_temple_named;°Ñ[Root.GetName]µÄ±¤ÀİÉı¼¶ÎªÉñÃí;Améliorer le fort de [Root.GetName] en temple;Das Fort [Root.GetName] zu einem Tempel ausbauen;;Actualizar la fortaleza de [Root.GetName] a un templo;;;;;;;;x
convert_fort_to_tribal_named;°Ñ[Root.GetName]µÄ±¤ÀİÉı¼¶Îª²¿ÂäµØ²ú;Améliorer le fort de [Root.GetName] en domaine tribal;Das Fort [Root.GetName] zu einem Stammessiedlung ausbauen;;Actualizar la fortaleza de [Root.GetName] a una posesión tribal;;;;;;;;x
FORM_BLOOD_OATH_INTERACTION_ACCEPT_SETUP;½á³ÉÑªÊÄ;Pacte de sang conclu;Blutschwur geleistet;;Formado juramento de sangre;;;;;;;;;x
FORM_BLOOD_OATH_INTERACTION_ACCEPT_LOG;§Y[Actor.GetBestName]§WºÍ[Recipient.GetBestName]½á³ÉÁËÑªÊÄ¡£;§Y[Actor.GetBestName]§W a conclu un pacte du sang avec [Recipient.GetBestName].;§Y[Actor.GetBestName]§W und [Recipient.GetBestName] haben einen Blutschwur geleistet.;;§Y[Actor.GetBestName]§W ha formado un juramento de sangre con [Recipient.GetBestName].;;;;;;;;;x
FORM_BLOOD_OATH_INTERACTION_DECLINE_SETUP;ÑªÊÄ±»¾Ü¾øÁË;Offre de pacte de sang refusée;Angebotener Blutschwur abgelehnt;;Rechazada oferta de juramento de sangre;;;;;;;;;x
FORM_BLOOD_OATH_INTERACTION_DECLINE_LOG;§Y[Recipient.GetBestName]§W¾Ü¾øºÍ[Actor.GetBestName]½á³ÉÑªÊÄ¡£;§Y[Recipient.GetBestName]§W a refus?de conclure un pacte de sang avec [Actor.GetBestName].;§Y[Recipient.GetBestName]§W lehnte es ab, mit [Actor.GetBestName] einen Blutschwur zu leisten.;;§Y[Recipient.GetBestName]§W se neg?a formar un juramento de sangre con [Actor.GetBestName].;;;;;;;;;x
FORM_BLOOD_OATH_INTERACTION_LETTER;ÎÒ½¨ÒéÎÒÃÇì¦ÑªÎªÃË£¬Ò»ÉúÊØÍûÏàÖú¡£;Je vous offre de conclure un pacte de sang, ainsi nous nous entraiderons tout au long de notre vie.;Ich schlage Euch vor, einen Blutschwur zu leisten, um zu Lebzeiten einander beizustehen.;;Propongo que formemos un juramento de sangre para ayudarnos mutuamente a lo largo de nuestra vida.;;;;;;;;x
AI_AMBITION_LESS_THAN;AIµÄÒ°ĞÄÉÙÓÚ;Ambition de l'IA inférieure ?;AI-Ehrgeiz weniger als ;;AI ambición menos de;;;;;;;;x
AI_AMBITION_AT_LEAST;AIµÄÒ°ĞÄÖÁÉÙ;Ambition de l'IA au moins égale ?;AI-Ehrgeiz mindestens ;;AI ambición por lo menos;;;;;;;;x
AI_HONOR_LESS_THAN;AIµÄÈÙÓşÉÙÓÚ;Honneur de l'IA inférieur ?;AI-Ehre weniger als ;;AI honor menos de;;;;;;;;x
AI_HONOR_AT_LEAST;AIµÄÈÙÓşÖÁÉÙ;Honneur de l'IA au moins égal ?;AI-Ehre mindestens ;;AI honor por lo menos;;;;;;;;x
AI_RATIONALITY_LESS_THAN;AIµÄÀíĞÔÉÙÓÚ;Rationalit?de l'IA inférieure ?;AI-Rationalität weniger als ;;AI racionalidad menos de;;;;;;;;x
AI_RATIONALITY_AT_LEAST;AIµÄÀíĞÔÖÁÉÙ;Rationalit?de l'IA au moins égale ?;AI-Rationalität mindestens ;;AI racionalidad por lo menos;;;;;;;;x
AI_GREED_LESS_THAN;AIµÄÌ°À·ÉÙÓÚ;Avidit?de l'IA inférieure ?;AI-Gier weniger als ;;AI codicia menos de;;;;;;;;x
AI_GREED_AT_LEAST;AIµÄÌ°À·ÖÁÉÙ;Avidit?de l'IA au moins égale ?;AI-Gier mindestens ;;AI codicia por lo menos;;;;;;;;x
AI_ZEAL_LESS_THAN;AIµÄ¿ñÈÈÉÙÓÚ;Zèle de l'IA inférieur ?;AI-Fanatismus weniger als ;;AI celo menos de;;;;;;;;x
AI_ZEAL_AT_LEAST;AIµÄ¿ñÈÈÖÁÉÙ;Zèle de l'IA au moins égal ?;AI-Fanatismus mindestens ;;AI celo por lo menos;;;;;;;;x
AIREASON_CLAN_OPINION;§Y[Clan.GetName]?µÄ²¿×å¹Û¸Ğ;Sentiment du clan §Y[Clan.GetName]?;Klanmeinung von §Y[Clan.GetName]?;;Sentimiento del clan de §Y[Clan.GetName]?;;;;;;;;x
AIREASON_MY_KHAN;ÎÒµÄ¿Éº¹;Mon khan;Mein Khan;;Mi kan;;;;;;;;x
AIREASON_BLOOD_BROTHER;[GetTitledFirstName]ÊÇÎÒµÄ½áÒåĞÖµÜ;[GetTitledFirstName] est mon frère de sang;[GetTitledFirstName] ist mein Blutsbruder;;[GetTitledFirstName] es mi hermano de sangre;;;;;;;;x
AIREASON_FEUD;ºÍ[GetTitledFirstName]ÓĞÊÀ³ğ;Querelle avec [GetTitledFirstName];In einer Fehde mit [GetTitledFirstName];;En enemistad con [GetTitledFirstName];;;;;;;;x
clan_opinion_absorbed_clan;Í¬»¯²¿×å;Clan absorb?Absorbierte Klan;;Clan absorbido;;;;;;;;x
clan_opinion_absorbed_blood_brother_clan;Í¬»¯½áÒåĞÖµÜµÄ²¿×å;A absorb?le clan de mon frère de sang;Absorbierte den Klan meines Blutsbruders;;Absorber el clan de mi hermano de sangre;;;;;;;;x
clan_opinion_absorbed_my_clan;ÊÔÍ¼Í¬»¯ÎÒµÄ²¿×å;A tent?d'absorber mon clan;Versuchte meinen Klan zu absorbieren;;Intent?absorber mi clan;;;;;;;;x
SETTLE_FEUD_INTERACTION_TITLE;µ÷½âÊÀ³ğ;Mettre un terme ?la querelle;Fehde beilegen;;Resolver disputa;;;;;;;;;x
#SETTLE_FEUD_INTERACTION_DESC;Attempt to reconcile with the [Recipient.Clan.GetName].;;Unternehmt den Versuch einer Auss?hnung mit [Recipient.Clan.GetName].;;Intentar reconciliarse con el [Recipient.Clan.GetName].;;;;;;;;;x;
#SETTLE_FEUD_INTERACTION_LONG_DESC;Attempt to reconcile with the [Recipient.Clan.GetName].;;Unternehmt den Versuch einer Auss?hnung mit [Recipient.Clan.GetName].;;Intentar reconciliarse con el [Recipient.Clan.GetName].;;;;;;;;;x;
SETTLE_FEUD_INTERACTION_ACCEPT_SETUP;ÊÀ³ğºÍ½âÁË;Querelle terminée;Fehde beigelegt;;Enemistad resuelta;;;;;;;;;x
SETTLE_FEUD_INTERACTION_ACCEPT_LOG;§Y[Actor.GetBestName]§WÓë[Recipient.Clan.GetName]ºÍ½âÁËÊÀ³ğ¡£;§Y[Actor.GetBestName]§W a mis un terme ?la querelle avec le clan [Recipient.Clan.GetName].;§Y[Actor.GetBestName]§W legte die Fehde mit [Recipient.Clan.GetName] bei.;;§Y[Actor.GetBestName]§W resolvi?su enemistad con el [Recipient.Clan.GetName].;;;;;;;;;x
SETTLE_FEUD_INTERACTION_DECLINE_SETUP;ºÍ½âÊÀ³ğµÄÇëÇó±»¾Ü¾ø;Offre de paix refusée;Angebot eines Endes der Fehde abgelehnt;;Rechazada oferta de resolver enemistad;;;;;;;;;x
SETTLE_FEUD_INTERACTION_DECLINE_LOG;§Y[Recipient.GetBestName]§W¾Ü¾øÓë[Actor.Clan.GetName]ºÍ½â¡£;§Y[Actor.GetBestName]§W a refus?de mettre un terme ?la querelle avec les [Recipient.Clan.GetName].;§Y[Recipient.GetBestName]§W lehnte es ab, die Fehde mit [Actor.Clan.GetName] beizulegen.;;§Y[Recipient.GetBestName]§W se neg?a resolver la disputa con [Actor.Clan.GetName].;;;;;;;;;x
SETTLE_FEUD_INTERACTION_LETTER;[Actor.GetBestName]ÅÉÈËËÍÀ´ÁËÉİ»ªµÄÀñÎï£¬Ï£ÍûÕâĞ©ÉİÃÒÊ¹ÎÒÍü¼Ç[Actor.Clan.GetName]ºÍ[Recipient.Clan.GetName]Ö®¼äµÄ³åÍ»¡£;[Actor.GetBestName] a envoy?un messager porteur de luxueux présents dans l'espoir que ces extravagances me fassent oublier le conflit entre les clans [Actor.Clan.GetName] et [Recipient.Clan.GetName].;[Actor.GetBestName] sandte einen Boten mit kostbaren Geschenken. Dahinter steckt der Wunsch, ich möge den Konflikt zwischen [Actor.Clan.GetName] und [Recipient.Clan.GetName] vergessen.;;[Actor.GetBestName] envi?un mensajero trayendo regalos lujosos con la esperanza de que estos extravagencias me harán olvidar el conflicto entre el [Actor.Clan.GetName] y [Recipient.Clan.GetName].;;;;;;;;x
EVTDESC507;ÊÀ³ğÖÕÓÚºÍ½âÁË£¬ÎÒÃÇµÄÈËÃñ¿ÉÒÔÔÙÒ»´ÎµÄÓµÓĞºÍÆ½¡£;La querelle appartient au pass?et notre peuple peut désormais vivre en paix.;Die Fehde fand endlich ein Ende. Nun kann unser Volk wieder in Frieden leben.;;La disputa ha llegado a su fin y nuestra gente puede conocer la paz de nuevo.;;;;;;;;;x
EVTOPTA507;ÖÕÓÚ£¡;Enfin?;Endlich!;;¡Por fin!;;;;;;;;;x
EVTDESC508;[From.Clan.GetName]·Ç³£Íç¹Ì£¬¾Ü¾øÈÃÎÒÃÇµÄÊÂÇé¹ıÈ¥¡£;Les membres du clan [From.Clan.GetName] sont obstinés et refusent de faire abstraction de nos difficultés.;Die [From.Clan.GetName] sind stur und lehnen es ab, unsere Probleme beizulegen.;;[From.Clan.GetName] son obstinados y se niegan a dejar nuestros problemas detrás.;;;;;;;;;x
EVTOPTA508;ËûÃÇÕæÊÇÒ»¸ù½î¡­¡­;C'est un peuple simple...;Sie sind von schlichtem Gemüt...;;Son tan simples..;;;;;;;;;x
AIREASON_OTHER_FEUDS;ÓµÓĞ±ğµÄÊÀ³ğ;A d'autres querelles;Andere Fehden austragen;;Tengas otras enemistades;;;;;;;;;x
NUM_OF_TITLES_IN_REALM_LESS;ÁìµØÄÚÉÙÓÚ§Y$VAL$§W$TIER$Í·ÏÎ¡£;Moins de §Y$VAL$§W titres de rang $TIER$ dans le pays.;Weniger als §Y$VAL$§W $TIER$ Titel im Reich.;;Menos de §Y$VAL$§W $TIER$ títulos en reino.;;;;;;;;;x
NUM_OF_TITLES_IN_REALM_LEAST;ÁìµØÄÚÖÁÉÙ§Y$VAL$§W$TIER$Í·ÏÎ¡£;Au moins §Y$VAL$§W titres de rang $TIER$ dans le pays.;Mindestens §Y$VAL$§W $TIER$ Titel im Reich.;;Por lo menos §Y$VAL$§W $TIER$ títulos en el reino.;;;;;;;;;x
NUM_OF_TITLES_IN_REALM_LESS_2;ÁìµØÄÚÉÙÓÚ§Y$VAL$§WÍ·ÏÎ¡£;Moins de §Y$VAL$§W titres dans le pays.;Weniger als §Y$VAL$§W Titel im Reich.;;Menos de §Y$VAL$§W títulos en el reino.;;;;;;;;;x
NUM_OF_TITLES_IN_REALM_LEAST_2;ÁìµØÄÚÖÁÉÙ§Y$VAL$§WÍ·ÏÎ¡£;Au moins §Y$VAL$§W titres dans le pays.;Mindestens §Y$VAL$§W Titel im Reich.;;Al menos §Y$VAL$§W  títulos en el reino.;;;;;;;;;x
LOOTING_BLOOD_BROTHER;²»ÄÜÏ®»÷½áÒåĞÖµÜ¡£;Impossible de piller nos frères de sang.;Unsere Blutsbrüder können nicht überfallen werden.;;No puedes asaltar a nuestros hermanos de sangre.;;;;;;;;;x
SPLIT_CLAN_INTERACTION_TITLE;·ÖÁÑ²¿×å;Scinder clan;Klan teilen;;Dividir clan;;;;;;;;x
SPLIT_CLAN_INTERACTION_DESC;·ÖÁÑ§Y[Recipient.Clan.GetName]?¡£;Scinder le clan §Y[Recipient.Clan.GetName]?.;Die §Y[Recipient.Clan.GetName]? aufteilen.;;Dividir el clan §Y[Recipient.Clan.GetName]?.;;;;;;;;x
SPLIT_CLAN_INTERACTION_LONG_DESC;·ÖÁÑ²¿×åÊÇÒ»¸öÈÃÄãµÄ²¿×å·â³¼±£³ÖĞéÈõµÄºÃ·½·¨¡£È»¶ø½¨Á¢Ì«¶àµÄ²¿×åÒ²»áÊ¹ËûÃÇ¶Ô¾ºÕù¸Ğµ½²»°²¡£ĞÂ½¨Á¢µÄÊÏ×å»á¸Ğ¼¤Äã¸øÓèËûÃÇµÄÈ¨Á¦²¢Ğ§ÖÒÓÚÄã£¬ÔÚÒ»¶ÎÊ±¼äÄÚ¡­¡­;Scinder les clans est une bonne manière de garder vos vassaux en état de faiblesse. Créer trop de clans risque en revanche de créer une concurrence qui les agitera. Le nouveau clan appréciera ce pouvoir ainsi confér?et sa loyaut?vous sera temporairement acquise.;Das Aufteilen von Klans ist ein gutes Mittel, um Eure Klanvasallen schwach zu halten. Falls es allerdings zu viele Klans gibt, wird sie dies aufgrund der Menge der Konkurrenten verärgern. Beim neuen Klan wird der Machtgewinn auf Gegenliebe stoßen, sodass er loyal ist. Wenigstens auf kurze Sicht...;;La división de clanes es una buena manera de mantener débiles a tus clanes vasallos. La creación de demasiados clanes, sin embargo, les disgustar?con la competencia. El nuevo clan apreciar?el poder que les diste y serán leales contigo, durante un tiempo...;;;;;;;;x
SPLIT_CLAN_INTERACTION_ACCEPT_SETUP;²¿×å±»·ÖÁÑ;Clan scind?Klan aufgeteilt;;Clan dividido;;;;;;;;x
SPLIT_CLAN_INTERACTION_ACCEPT_LOG;§Y[Actor.GetBestName]?·ÖÁÑÁË§Y[Recipient.Clan.GetName]?²¿×å¡£;§Y[Actor.GetBestName]? a scind?le clan §Y[Recipient.Clan.GetName]?.;§Y[Actor.GetBestName]? teilte den Klan der §Y[Recipient.Clan.GetName]? auf.;;§Y[Actor.GetBestName]? se ha dividido el clan §Y[Recipient.Clan.GetName]? ;;;;;;;;x
SPLIT_CLAN_INTERACTION_DECLINE_SETUP;²¿×å·ÖÁÑ±»¾Ü¾ø;Scission de clan refusée;Aufteilung des Klans abgelehnt;;Rechazada división de clan.;;;;;;;;x
SPLIT_CLAN_INTERACTION_DECLINE_LOG;§Y[Recipient.GetBestName]?¾Ü¾øÁË§Y[Actor.GetBestName]?Ìá³öµÄ¶Ô§Y[Recipient.Clan.GetName]?²¿×åµÄ·ÖÁÑ;§Y[Recipient.GetBestName]? la scission du clan §Y[Recipient.Clan.GetName]? demandée par §Y[Actor.GetBestName]?;§Y[Recipient.GetBestName]? lehnte die von §Y[Actor.GetBestName]? vorgeschlagene Aufteilung des Klans der §Y[Recipient.Clan.GetName]? ab;;§Y[Recipient.GetBestName]? rechaz?la división del clan §Y[Recipient.Clan.GetName]?, solicitada por §Y[Actor.GetBestName]?;;;;;;;;x
SPLIT_CLAN_INTERACTION_0;·ÖÁÑ§Y[Recipient.Clan.GetName]?²¢¸øĞÂµÄ²¿×å§Y$TITLE$?Í·ÏÎ¡£;Scinder les §Y[Recipient.Clan.GetName]? et donner §Y$TITLE$? ?un nouveau clan.;Teilt die §Y[Recipient.Clan.GetName]? auf und macht einen neuen Klan zu §Y$TITLE$?.;;Dividir el §Y[Recipient.Clan.GetName]? y dar §Y$TITLE$? a un nuevo clan.;;;;;;;;x
SPLIT_CLAN_INTERACTION_1;Õâ½«½µµÍ§Y[Recipient.GetTitledFirstName]?¶ÔÄãµÄ²¿×å¹Û¸Ğ§R$VAL$?¡£;Cela diminuera le sentiment que §Y[Recipient.GetTitledFirstName]? a de vous de §R$VAL$?.;Dies wird die Klanmeinung von §Y[Recipient.GetTitledFirstName]? um §R$VAL$? senken.;;Esto reducir?el sentimiento de clan de §Y[Recipient.GetTitledFirstName]? en §R$VAL$?.;;;;;;;;x
SPLIT_CLAN_INTERACTION_2;[Recipient.GetHerHis]½áÒåĞÖµÜ§Y$BLOOD_BROTHER$?¶ÔÄãµÄ²¿×åÖÒ³Ï¶ÈÒ²»á½µµÍ§R$VAL$?¡£;Le sentiment du clan de son frère de sang §Y$BLOOD_BROTHER$? ?votre égard baissera également de §R$VAL$?.;Die Klanmeinung des Bruderklans §Y$BLOOD_BROTHER$? wird Euch gegenüber ebenfalls um §R$VAL$? sinken.;;El sentimiento de clan del clan de [Recipient.GetHerHis] hermano de sangre §Y$BLOOD_BROTHER$?S hacia t?también se reducir?en §R$VAL$?.;;;;;;;;x
