;#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
haughty;自大;Enfant au caract鑢e hautain;躡erheblich;;altanero/a;;;;;;;;;x
EVTDESCD_ZE_12062;[From.GetFirstName] 今天跟我一起来到市场, 我们一起买了很多东西, 也聊了许多事.;Aujourd'hui, [From.GetFirstName] a fait la route jusqu'au march?avec moi. Nous avons ainsi fait nos courses ensemble et avons pass?un long moment ?discuter.;[From.GetFirstName] ging heute mit mir zum Markt. Wir hatten beide einige Dinge zu kaufen und konnten beim Einkaufen viel miteinander sprechen.;;[From.GetFirstName] hoy vino conmigo al mercado, tuvimos que ir a conseguir algunos comestibles y  tuvimos mucho tiempo para hablar tiempo.;;;;;;;;;x
EVTOPTA_ZE_12062;懒惰的孩子, 我会告诉 [From.GetHerHim].;Quelle indolence? Je vais lui apprendre les bonnes mani鑢es, moi.;Ungezogenes G鰎! Dir werd ich's zeigen.;;Mocoso/a insolente, [From.GetHerHim] dar?una lecci髇.;;;;;;;;;x
EVTOPTB_ZE_12062;也许 [From.GetHerHim] 有什么问题?;Peut-阾re qu'[From.GetSheHe] ne va vraiment pas bien.;Vielleicht stimmt mit ihm/ihr etwas nicht?;;縄gual [From.GetHerHim] pasa algo raro?;;;;;;;;;x
EVTOPTC_ZE_12062;干的很棒.;Du bon travail?;Gute Arbeit.;;Trabajo bien hecho.;;;;;;;;;x
EVTOPTD_ZE_12062;钱来的真容易.;De l'argent facilement gagn?;Wirklich leicht verdientes Geld.;;Dinero muy f醕il.;;;;;;;;;x
EVTOPTE_ZE_12062;我拒绝!;Je refuse?;Ich weigere mich!;;e niego!;;;;;;;;;x
EVTOPTF_ZE_12062;[From.GetFirstName] 是如此亲切.;[From.GetFirstName] est si aimable.;[From.GetFirstName] ist so freundlich.;;[From.GetFirstName] es tan amable.;;;;;;;;;x
EVTDESCA_ZE_12064;[From.GetFirstName] 要打我的时候我说肚子疼. 然后 [From.GetSheHe] 抓住我的胳膊带我离开.;J'ai re鐄 une fess閑 de [From.GetFirstName] pour avoir dit que j'avais mal ?l'estomac. Puis [From.GetSheHe] a agripp?mon bras, m'assurant que nous irions dehors.;[From.GetFirstName] verpasste mir Pr黦el, als ich 黚er Magenschmerzen klagte. Dann griff [From.GetSheHe] mich am Arm und sagte, wir gingen nach drau遝n.;;[From.GetFirstName] me azot?cuando me quej?de mi dolor de est髆ago. [From.GetSheHe] me agarr?del brazo y me dijo que saldr韆mos fuera.;;;;;;;;;x
EVTDESCB_ZE_12064;[From.GetFirstName] 很担心的给了我一杯茶. 说我喝了茶就能好. 还给了我新鲜面包, 这让我感觉很好.;[From.GetFirstName] a imm閐iatement fait du th?avec inqui閠ude. Je dois le boire pour aller mieux, et j'ai m阭e du pain chaud pour quand je serai sur pied.;[From.GetFirstName] schien besorgt und brachte mir Tee, den ich trinken soll, damit es mir besser geht. Au遝rdem erhielt ich frisch gebackenes Brot, das ich essen darf, wenn es mir besser geht.;;[From.GetFirstName]  parec韆 preocupado y me trajo un poco de t? Tengo que tomarlo para ponerme mejor. Tambi閚 me hizo pan reci閚 horneado para cuando me sienta mejor.;;;;;;;;;x
EVTDESCC_ZE_12064;[From.GetFirstName] 同意去买东西, 前提是我给 [From.GetHerHim] 一些钱. 这样我可以留在我的房间里. 好好的休息一下.;[From.GetFirstName] est d'accord pour aller chercher le tout si je lui donne quelques pi鑓es. Je vais devoir me cacher dans ma chambre pour que personne ne se doute que je suis ?la maison. J'ai donc du temps ?perdre.;[From.GetFirstName] ist bereit, alles zu besorgen, wenn ich ihm/ihr noch ein paar M黱zen extra gebe. Ich soll nicht hinausgehen, damit niemand merkt, dass ich zu Hause bin. Solange ich hier bin, habe ich etwas freie Zeit.;;[From.GetFirstName] accedi?a ir a buscar a todo si [From.GetHerHim] daba algunas monedas extra. Debo quedarme en mi habitaci髇 para que nadie sepa que sigo en casa. Tengo tiempo que pasar mientras siga aqu?;;;;;;;;;x
EVTDESCD_ZE_12064;[From.GetFirstName] 不想帮我. [From.GetSheHeCap] 说完就走了.;[From.GetFirstName] n'a pas voulu m'aider, et [From.GetSheHe] se met d閖?en chemin.;[From.GetFirstName] wollte mir nicht helfen. [From.GetSheHeCap] macht sich bereits auf den Weg.;;[From.GetFirstName] no quiso echarme una mano. [From.GetSheHeCap] ya est?saliendo.;;;;;;;;;x
EVTDESCE_ZE_12064;孩子们在互相追逐.;Les enfants jouent ?cache-cache, courant et sautant dans tous les sens.;Die anderen Kinder spielen Fangen. Sie laufen und springen umher.;;Los otros ni駉s se persiguen entre s? saltando y corriendo mucho.;;;;;;;;;x
EVTOPTA_ZE_12064;现在我不能用手臂砍树了.;Me voil?incapable d'utiliser mon bras pour couper des arbres.;Nun kann ich meinen Arm zum Holzf鋖len nicht gebrauchen.;;Ahora no puedo usar el brazo para cortar los 醨boles.;;;;;;;;;x
EVTOPTB_ZE_12064;我来了, 我来了!;J'arrive, j'arrive?;Ich komme, ich komme!;;a voy, ya voy!;;;;;;;;;x
EVTOPTC_ZE_12064;新鲜的茶和面包!;Oh, du th?et du pain chaud?;Oh, Tee und frisches Brot!;;aya, t?y pan fresco!;;;;;;;;;x
EVTOPTD_ZE_12064;也许我应该帮助 [From.GetHerHim].;Je devrais sans doute aller l'aider.;Vielleicht sollte ich ihm/ihr helfen.;;Tal vez deber韆 ayudar[From.GetHerHim].;;;;;;;;;x
EVTOPTE_ZE_12064;现在我可以睡个午觉.;Une sieste me ferait le plus grand bien.;Ich k鰊nte ein Nickerchen vertragen.;;Una siesta me vendr韆 bien.;;;;;;;;;x
EVTOPTF_ZE_12064;读经济学.;Lire un livre sur l'argent.;Ein Buch zum Thema Geld lesen.;;Leer un libro sobre dinero.;;;;;;;;;x
EVTOPTG_ZE_12064;我想我得走了.;Pas d'autre choix que d'y aller, j'imagine.;Vermutlich muss ich gehen.;;Supongo que entonces tendr?que ir.;;;;;;;;;x
EVTOPTH_ZE_12064;也许我应该看着他们.;Je vais me contenter de les regarder.;Vielleicht schaue ich ihnen einfach zu.;;Tal vez s髄o les mire.;;;;;;;;;x
EVTOPTI_ZE_12064;我该加入.;Je vais me joindre ?eux?;Ich werde mitmachen.;;Participo.;;;;;;;;;x
EVTDESCA_ZE_12066;[From.GetFirstName] 的手臂看起来很疼, 我抓住 [From.GetHerHis] 的手臂并说 '不要用它砍树'.;Depuis que j'ai saisi le bras de [From.GetFirstName] [From.GetSheHe] a mal et 珷ne peut plus l'utiliser pour couper des arbres牷.;[From.GetFirstName] schmerzt nun der Arm und kann beim F鋖len der B鋟me nicht mithelfen.;;Al parecer [From.GetFirstName] se duele de [From.GetHerHis] brazo despu閟 de agarrarlo y 'no lo puede usar para cortar 醨boles'.;;;;;;;;;x
EVTDESCB_ZE_12066;[From.GetFirstName] 很高兴, 当我给 [From.GetHerHim] 一些茶和面包后. [From.GetSheHe]应该很快能恢复.;[From.GetFirstName] 閠ait aux anges quand j'ai apport?du th?et du pain. De quoi se remettre bien vite.;[From.GetFirstName] freute sich 黚er Tee und Brot. [From.GetSheHe] d黵fte sich bald schon erholen.;;[From.GetFirstName] se sinti?feliz cuando [From.GetHerHim] traje un poco de t?y pan. Seguro que [From.GetSheHe] se recupera pronto.;;;;;;;;;x
EVTDESCC_ZE_12066;一些鼓励的话总会出现好的结果, 经过一番话语后. [From.GetFirstName] 的疼痛都消失了.;Un peu de motivation fait des miracles, et faire preuve de persuasion a fait dispara顃re la douleur. [From.GetFirstName] m'accompagnera.;Mit der richtigen Motivation kann man viel erreichen. Nach einigem guten Zureden wird [From.GetFirstName] nun doch mit mir mitkommen.;;Alguna motivaci髇 puede dar buenos resultados. Al parecer, el dolor ha desaparecido despu閟 de convencerle un poco, y [From.GetFirstName] me acompa馻r?;;;;;;;;;x
EVTOPTA_ZE_12066;绝望...;C'est sans espoir...;Hoffnungslos ...;;No tiene remedio...;;;;;;;;;x
EVTOPTB_ZE_12066;可怜的孩子.;Pauvre enfant?;Armes Kind.;;Pobre ni駉/a.;;;;;;;;;x
EVTOPTC_ZE_12066;那很棒.;莂 va mieux tout d'un coup? Voil?qui est parfait.;Eine pl鰐zliche Besserung. Sehr sch鰊.;;Curado/a de repente, es genial.;;;;;;;;;x
EVTDESCA_ZE_12050;[brooding_events_char_1.GetTitledName] 答应今天带我去骑马, 但当我来找 [brooding_events_char_1.GetHerHim] 时,我发现 [brooding_events_char_1.GetSheHe] 喝得烂醉.;[brooding_events_char_1.GetTitledName] avait promis de m'emmener faire un tour ?cheval, mais au moment d'y aller, [brooding_events_char_1.GetSheHe] 閠ait ivre et en train de somnoler.;[brooding_events_char_1.GetTitledName] hat mir versprochen, dass wir heute reiten gehen, aber als ich bei ihm/ihr ankam, war [brooding_events_char_1.GetSheHe] betrunken und nicht richtig wach.;;[brooding_events_char_1.GetTitledName] hoy prometi?llevarme a caballo hoy, pero cuando vine a ver[brooding_events_char_1.GetHerHim],  [brooding_events_char_1.GetSheHe] estaba bebido/a y medio/a dormido/a.;;;;;;;;;x
EVTDESCB_ZE_12050;'再试一次' [brooding_events_char_2.GetFirstName] 说. 但我做不到, 我不会吹口哨.;珷Essayez encore牷, me dit [brooding_events_char_2.GetFirstName]. Mais je n'y arrive pas. Siffler est trop difficile.;Versuch es noch einmal', sagt [brooding_events_char_2.GetFirstName]. Aber ich schaffe das nicht. Nicht einmal pfeifen kann ich.;;Intentarlo otra vez', dice [brooding_events_char_2.GetFirstName]. ero no puedo! No s?silbar.;;;;;;;;;x
EVTDESCC_ZE_12050;每个人都在家里忙碌, 所以我偷偷来到了市场. 当我到达那儿时, 我发现一些小孩正在欺负一个衣衫褴褛的小个子.;Tout le monde 閠ait occup??la maison, alors j'ai fil?au march?du peuple. Mais en arrivant, j'ai vu des enfants malmener un plus jeune en haillons.;Zu Hause waren alle besch鋐tigt, also nutzte ich die Gunst der Stunde und schlich mich zum Markt der gew鰄nlichen Leute. Dort sah ich, wie einige Kinder gemein zu einem anderen Kind waren, das in Lumpen gekleidet war.;;Todos estaban ocupados en casa, as?que fui al mercado de los plebeyos. Cuando llegu?all?unos ni駉s se estaban portando mal con un ni駉 m醩 peque駉 vestido con harapos.;;;;;;;;;x
EVTOPTA_ZE_12050;浇湿 [brooding_events_char_1.GetHerHim].;Lui verser de l'eau dessus.;躡ergie遲 [brooding_events_char_1.GetHerHim] mit Wasser.;;Echar[brooding_events_char_1.GetHerHim] un poco de agua encima.;;;;;;;;;x
EVTOPTB_ZE_12050;留下 [brooding_events_char_1.GetHerHim] .;Ne pas s'en m阬er.;Lasst [brooding_events_char_1.GetHerHim] in Ruhe.;;Dejar[brooding_events_char_1.GetHerHim] en paz.;;;;;;;;;x
EVTOPTC_ZE_12050;为什么这样?;Comment faites-vous pour y arriver?;Wie kommt's, dass Ihr das k鰊nt?;;緾髆o es que sabes hacerlo?;;;;;;;;;x
EVTOPTD_ZE_12050;继续努力.;R閑ssayer.;Versucht es noch einmal.;;Seguir intent醤dolo.;;;;;;;;;x
EVTOPTE_ZE_12050;阻止他们.;Les arr阾er.;Haltet sie auf.;;Detenerlos.;;;;;;;;;x
EVTOPTF_ZE_12050;没人知道我在这里.;Personne ne doit savoir que je suis ici.;Niemand kann wissen, dass ich hier bin.;;Nadie puede saber que estoy aqu?;;;;;;;;;x
EVTDESCA_ZE_12052;当然, 我忘了我曾答应带 [From.GetFirstName] 去骑马. 但是... 现在 [From.GetSheHe] 在我休息时把我浇湿. 就因为我喝了点酒, 别忘了我是 [Root.PrimaryTitle.GetRulerTitle]!;Certes, j'avais oubli?ma promesse d'emmener [From.GetFirstName] faire un tour ?cheval. Mais tout de m阭e... [From.GetSheHeCap] m'a renvers?de l'eau dessus pendant que je dormais. Je n'avais pas tant bu, et... et il serait bon de respecter mon titre de [Root.PrimaryTitle.GetRulerTitle]?;Sicher, ich habe mein Versprechen, mit [From.GetFirstName] reiten zu gehen, gebrochen. Aber jetzt ... Jetzt hat [From.GetSheHe] mich mit Wasser 黚ergossen, als ich mich ausruhte. Dabei habe ich doch nur ein kleines Schl點kchen getrunken und immerhin bin ich [Root.PrimaryTitle.GetRulerTitle]!;;Claro, me olvid?de mi promesa de llevar a [From.GetFirstName] a caballo. Pero ahora... Ahora [From.GetSheHe] me tira agua encima cuando estaba descansando. Solo he bebido un poco,  y y soy el/la [Root.PrimaryTitle.GetRulerTitle]!;;;;;;;;;x
EVTDESCB_ZE_12052;我醒来时感觉有点头晕, 我看了看窗外已经是晚上了. 我依稀记得 [From.GetFirstName] 在我睡着前来看我. 我好像答应了 [From.GetHerHim] 什么事.;J'閙erge, l'esprit encore embrum?d'alcool, et il est d閖?tard. Je me souviens vaguement de [From.GetFirstName] me regardant alors que je m'assoupissais. Je crois que nous avions quelque chose de pr関u ensemble.;Ich erwachte mit einem kleinen Kater und nun ist es schon Abend. Ich erinnere mich dunkel, dass [From.GetFirstName] mich angeschaut hat, ehe ich einschlief. Ich glaube, wir hatten f黵 heute irgendetwas geplant.;;Me despert?con un poco de resaca y ya es de tarde. Vagamente recuerdo [From.GetFirstName] me miraba antes de que quedarme dormido/a. Creo que ten韆 planes con [From.GetSheHe].;;;;;;;;;x
EVTDESCC_ZE_12052;[From.GetFirstName] 想学习吹口哨. 试了一会儿后 [From.GetSheHe] 问我 '你怎么做到的?';[From.GetFirstName] voulait apprendre ?siffler. Apr鑣 quelques essais, [From.GetSheHe] a voulu savoir comment je m'y prenais.;[From.GetFirstName] wollte Pfeifen lernen. Nach einigen erfolglosen Versuchen fragte [From.GetSheHe] mich: 'Wie kommt's, dass Ihr das k鰊nt?';;[From.GetFirstName]quer韆 aprender a silbar. Despu閟 de probar durante un tiempo [From.GetSheHe] me pregunt?'縞髆o es que sabes hacerlo?';;;;;;;;;x
EVTDESCD_ZE_12052;[From.GetFirstName] 想要我教 [From.GetHerHim] 如何吹口哨. 我一定要教会 [From.GetHerHim], 因为 [From.GetSheHe] 已经试了几个小时.;[From.GetFirstName] voulait que je lui montre comment siffler. J'ai d?l'inspirer, voil?des heures qu'[From.GetSheHe] s'y essaie.;[From.GetFirstName] bat mich darum, ihm/ihr das Pfeifen beizubringen. Ich glaube, ich habe [From.GetHerHim] inspiriert, denn nun 黚t [From.GetSheHe] schon seit Stunden.;;[From.GetFirstName] me pidi?que [From.GetHerHim] ense馻se a silbar. Debo haber[From.GetHerHim] inspirado, puesto que ahora [From.GetSheHe] lleva horas en eso.;;;;;;;;;x
EVTOPTA_ZE_12052;我会告诉 [From.GetHerHim]!;Je vais lui montrer de quel bois je me chauffe?;Ich werd's ihm/ihr zeigen!;;From.GetHerHim] ense馻r?una lecci髇!;;;;;;;;;x
EVTOPTB_ZE_12052;对不起 [From.GetFirstName].;Je te pr閟ente mes excuses, [From.GetFirstName].;Tut mir leid, [From.GetFirstName].;;Perdona, [From.GetFirstName].;;;;;;;;;x
EVTOPTC_ZE_12052;我觉得想吐.;Je ne me sens pas bien.;Ich f黨le mich krank.;;Me siento enfermo.;;;;;;;;;x
EVTOPTD_ZE_12052;这很容易, 你可以做到的.;C'est facile, tu peux y arriver.;Es ist ganz einfach. Du schaffst das.;;Es f醕il, puedes hacerlo.;;;;;;;;;x
EVTOPTE_ZE_12052;不是每个人都可以做到.;Ce n'est pas donn??tout le monde.;Nicht jeder kann das.;;No todo el mundo puede hacerlo.;;;;;;;;;x
EVTOPTF_ZE_12052;[From.GetSheHeCap] 会很快得到.;[From.GetSheHeCap] finira par y arriver.;[From.GetSheHeCap] wird den Dreh bald heraushaben.;;[From.GetSheHeCap] lo har?bien pronto.;;;;;;;;;x
EVTDESCA_ZE_12054;[From.GetFirstName] 试图说些什么, 但我听不清楚. 然后 [From.GetSheHeCap] 起身, 在我跌到之前 [From.GetHerHis] 把拳头举了起来. 然后 [From.GetSheHe] 在打呼噜.;[From.GetFirstName] a essay?de me dire quelque chose, mais je n'ai pas r閡ssi ?l'entendre. Se levant, [From.GetSheHeCap] m'a alors montr?le poing avant de tr閎ucher et de s'effondrer. Et maintenant, voil?qu'[From.GetSheHe] ronfle.;[From.GetFirstName] versuchte, etwas zu sagen, aber ich konnte es nicht deutlich h鰎en. [From.GetSheHeCap] stand auf und drohte mir mit der Faust. Dann fiel [From.GetSheHe] zu Boden und begann zu schnarchen.;;[From.GetFirstName] quiso decir algo, pero no pude escuchar lo que era. [From.GetSheHeCap] se levant?fue con [From.GetHerHis] pu駉 levantado antes de tropezar y caer. Ahora [From.GetSheHe] ronca.;;;;;;;;;x
EVTDESCB_ZE_12054;[From.GetFirstName] 一边嘟囔着一边摩擦 [From.GetHerHis] 的脸. '对不起, 对不起' [From.GetSheHe] 说..;[From.GetFirstName] marmonne quelques mots en se frottant le visage. 珷Je te demande pardon牷, dit-[From.GetSheHe]...;[From.GetFirstName] murmelt etwas und reibt sich das Gesicht. 'Entschuldige. Tut mir leid', sagt [From.GetSheHe].;;"[From.GetFirstName] murmura algunas palabras en silencio y frota [From.GetHerHis] cara. ""Lo siento, lo siento"", dice [From.GetSheHe].";;;;;;;;;x
EVTDESCC_ZE_12054;[From.GetFirstName] 告诉我吹口哨很容易. 只要我多尝试几遍, 我就可以做到. 但我已经尝试了很多次.;[From.GetFirstName] m'a dit que siffler 閠ait facile. Que je pouvais y arriver si j'essayais. Mais cela fait tant de fois que j'essaie.;[From.GetFirstName] meint, Pfeifen sei ganz leicht. Ich k鰊ne es schaffen, wenn ich es weiter versuchte. Dabei habe ich es doch schon so oft versucht ...;;[From.GetFirstName] me dijo silbar es f醕il. Que si lo intento puedo lograrlo. Pero he intentado muchas veces.;;;;;;;;;x
EVTDESCD_ZE_12054;[From.GetFirstName] 告诉我不是每个人都能吹口哨. 有些人永远也学不会.;[From.GetFirstName] m'a dit que siffler n'閠ait pas donn??tout le monde. Certaines personnes en sont juste incapables.;[From.GetFirstName] sagte, dass nicht jeder pfeifen k鰊ne. Manche lernten es nie.;;[From.GetFirstName] dijo que no todo el mundo aprende a silbar. Algunos nunca pueden hacerlo.;;;;;;;;;x
EVTDESCE_ZE_12054;当我出声阻止后,他们一哄而散, 小孩并没有说他们如何欺负他, 只是想要我给他些食物. 这就是普通人的生活?;Les petites brutes se dispersent quand je leur dis d'arr阾er. L'enfant me regarde et me demande de la nourriture sans m阭e mentionner les autres et ce qu'ils lui ont fait subir. Est-ce ainsi que vivent les petites gens?;Die b鰏en Kinder ergreifen die Flucht, als ich ihnen befehle, aufzuh鰎en. Das kleine Kind schaut mich an und fragt sofort nach etwas zu essen, ohne den Vorfall oder die anderen Kinder 黚erhaupt zu erw鋒nen. Ist dies das Leben des einfachen Volkes?;;Los abusones se dispersan cuando les digo que paren. El ni駉 peque駉 me mira y pide comida sin mencionar a los otros y lo que hicieron. 緼s?viven los plebeyos?;;;;;;;;;x
EVTOPTA_ZE_12054;我的生活绝不会这样.;Ma vie ne ressemblera jamais ?鏰.;Mein Leben wird niemals so sein.;;Mi vida nunca ser?as?;;;;;;;;;x
EVTOPTB_ZE_12054;在 [From.GetSheHe] 睡觉时拿些钱.;Subtiliser un peu d'argent pendant qu'[From.GetSheHe] dort.;Nehmt Euch etwas Geld, w鋒rend [From.GetSheHe] schl鋐t.;;Tomo un poco de dinero mientras [From.GetSheHe] duerme.;;;;;;;;;x
EVTOPTC_ZE_12054;[From.GetFirstName] 还没长大.;[From.GetFirstName] n'est pas adulte.;[From.GetFirstName] verh鋖t sich nicht wie ein Erwachsener.;;[From.GetFirstName] no es un adulto.;;;;;;;;;x
EVTOPTD_ZE_12054;舒服的 [From.GetHerHim].;Se montrer r閏onfortant.;Tr鰏tet [From.GetHerHim].;;Consolar[From.GetHerHim].;;;;;;;;;x
EVTOPTE_ZE_12054;除了我每个人都能做到.;Tout le monde peut y arriver, sauf moi.;Jeder kann das, nur ich nicht.;;Todo el mundo puede hacerlo menos yo.;;;;;;;;;x
EVTOPTF_ZE_12054;我擅长其他事情.;Il y a d'autres choses pour lesquelles je me d閎rouille.;Daf黵 kann ich andere Dinge.;;Soy bueno en otras cosas.;;;;;;;;;x
EVTOPTG_ZE_12054;给些钱.;Donner de l'argent pour manger et se v阾ir.;Schenkt etwas Geld f黵 Kleidung und Essen.;;Donar algo de dinero para alimentos y ropa.;;;;;;;;;x
EVTOPTH_ZE_12054;告诉孩子, 找他父母要去.;Dire ?l'enfant de demander ?ses parents.;Sagt dem Kind, dass es seine Eltern darum bitten soll.;;Dile al ni駉 que se lo pida a su pap?y su mam?;;;;;;;;;x
EVTDESCA_ZE_12056;我头疼得厉害, 我渐渐想起了我答应 [From.GetFirstName] 的事. 我没有任何借口为自己行为辩解. 更糟糕的是, 我可能会被一个孩子说教.;J'ai un s関鑢e mal de cr鈔e, mais ce qui s'est pass?avec [From.GetFirstName] me revient peu ?peu. Mon comportement 閠ait inexcusable, et le pire est sans doute que je me sois fait sermonner par un enfant.;Ich habe schlimme Kopfschmerzen und mein Zwischenfall mit [From.GetFirstName] holt mich ein. Es gibt keine Entschuldigung f黵 mein Verhalten. Das Schlimmste ist, dass ausgerechnet ein Kind mir eine Moralpredigt h鋖t.;;Tengo un mal dolor de cabeza, y mi episodio con [From.GetFirstName] me est?volviendo lentamente. No hay excusa para mi comportamiento. Lo que es peor es que hasta un/a ni馻 me sermone?;;;;;;;;;x
EVTDESCB_ZE_12056;我在房间里醒来, 我发现我的钱少了一些. 我依稀记得 [From.GetFirstName] 来过这里. 是不是 [From.GetSheHe]?;Je me r関eille dans ma chambre et j'ai l'impression qu'il me manque de l'argent. Je me souviens vaguement que [From.GetFirstName] 閠ait ici. Je me trompe?;Als ich wach werde, wird mir klar, dass etwas Geld fehlt. Ich kann mich dunkel daran erinnern, dass [From.GetFirstName] hier gewesen ist. Oder etwa doch nicht?;;Al despertar en mi habitaci髇, me parece que me falta algo de dinero. Vagamente recuerdo que [From.GetFirstName] estaba aqu? 縊 no era [From.GetSheHe]?;;;;;;;;;x
EVTDESCC_ZE_12056;在我睡觉前, 我记得我曾向 [From.GetFirstName] 道歉. 现在看来 [From.GetSheHe] 想要的不是道歉.;La derni鑢e chose dont je me souviens avant de m'endormir est d'avoir pr閟ent?mes excuses ?[From.GetFirstName]. Mais de toute 関idence, ce n'est pas ce qu'[From.GetSheHe] attendait.;Das letzte, woran ich mich erinnern kann, bevor ich einschlief, war, dass ich mich bei [From.GetFirstName] entschuldigte. Mir scheint, eine Entschuldigung war nicht das, was [From.GetSheHe] sich erhofft hatte.;;Lo 鷏timo que recuerdo antes de caer dormido es disculparme con [From.GetFirstName]. Parece mi disculpa no era lo que [From.GetSheHe] quer韆.;;;;;;;;;x
EVTDESCD_ZE_12056;我醒来时, [From.GetFirstName] 在我身边. [From.GetSheHeCap] 给我端来了一杯水, 并将毯子盖在我身上. 我不该这样. 但 [From.GetSheHe] 也许能看到我好的一面...;Je me r関eille, et [From.GetFirstName] est encore ?mes c魌閟. [From.GetSheHeCap] m'a apport?de l'eau et a plac?une couverture sur moi. Je ne m閞ite pas qu'on s'occupe de moi ainsi, mais [From.GetSheHe] voit le bon en moi...;Als ich erwache, ist [From.GetFirstName] immer noch bei mir. [From.GetSheHeCap] hat in der Zwischenzeit eine Decke und etwas Wasser f黵 mich geholt. So viel Freundlichkeit habe ich gar nicht verdient. Aber wenn [From.GetSheHe] das Gute in mir erkennen kann ...;;Me despierto, y [From.GetFirstName] todav韆 est?a mi lado. [From.GetSheHeCap] me ha tra韉o algo de agua para beber, y me ha cubierto con una manta. No merezco un tratamiento como este. Pero si [From.GetSheHe] ve algo bueno en m?..;;;;;;;;;x
EVTDESCE_ZE_12056;[From.GetFirstName] 似乎有些沮丧, [From.GetHerHis] 试了很多次依然失败了. [From.GetSheHeCap] 似乎对我的鼓励有些看法.;[From.GetFirstName] semble quelque peu en col鑢e ?force de tentatives rat閑s. Mes encouragements n'ont pas l'air d'avoir l'effet d閟ir?;[From.GetFirstName] scheint frustriert aufgrund der vielen Fehlversuche. [From.GetSheHeCap] zeigt keine sonderlich gute Reaktion auf meine aufmunternden Worte.;;[From.GetFirstName] parece un poco frustrado por [From.GetHerHis] intentos fallidos. [From.GetSheHeCap] no parece responder bien a mis palabras de aliento.;;;;;;;;;x
EVTDESCF_ZE_12056;[From.GetFirstName] 回到房间做 [From.GetHerHis] 擅长的事.;[From.GetFirstName] est de retour dans sa chambre pour vaquer ?d'autres occupations.;[From.GetFirstName] ging zur點k in sein/ihr Zimmer, um etwas anderes zu tun.;;[From.GetFirstName] ahora volvi?a la habitaci髇 [From.GetHerHis] para hacer otras cosas.;;;;;;;;;x
EVTOPTA_ZE_12056;我有过好日子.;J'ai connu des jours meilleurs.;Ich habe bessere Tage erlebt.;;He visto d韆s mejores.;;;;;;;;;x
EVTOPTB_ZE_12056;这小子.;Sale gosse.;Dieses G鰎.;;Ese mocoso.;;;;;;;;;x
EVTOPTC_ZE_12056;我有些悲伤.;Je suis dans un sale 閠at.;Ich bin in einer erb鋜mlichen Verfassung.;;Estoy en un estado lamentable.;;;;;;;;;x
EVTOPTD_ZE_12056;我可以改变. 我会改变.;Je peux changer. Je vais changer.;Ich kann mich 鋘dern. Ich werde mich 鋘dern.;;Puedo cambiar. Voy a cambiar.;;;;;;;;;x
EVTOPTE_ZE_12056;许多事情困扰着这个孩子.;L'enfant semble avoir de nombreux maux.;Das Kind scheint mit so einigem seine Probleme zu haben.;;Parece que a este/a ni駉/a le preocupan muchas cosas.;;;;;;;;;x
EVTOPTF_ZE_12056;我很高兴 [From.GetSheHe] 不纠结于这些事.;Heureusement, [From.GetSheHe] ne s'apitoie pas sur son sort.;Zum Gl點k h鋖t [From.GetSheHe] sich nicht zu lange mit solchen Dingen auf.;;Me alegro que [From.GetSheHe] no le d?demasiado vueltas a esas cosas.;;;;;;;;;x
EVTDESCA_ZE_12040;[willful_events_char_1.GetFirstName] 对我皱眉. '浪费时间. 它已不适合你, 你长大了.' [willful_events_char_1.GetSheHe] 说. 但这是我最喜欢的帽子!;[willful_events_char_1.GetFirstName] me regarde avec un froncement. 珷Quelle perte de temps. 莂 ne t'ira jamais, ce n'est clairement plus ?ta taille牷, dit-[willful_events_char_1.GetSheHe]. Mais c'est mon chapeau pr閒閞闋!;[willful_events_char_1.GetFirstName] runzelt die Stirn. 'Zeitverschwendung. Du bist schon zu gro?daf黵', sagt [willful_events_char_1.GetSheHe]. Dabei ist das mein Lieblingshut!;; [willful_events_char_1.GetFirstName] me mira con el ce駉 fruncido. 'Qu?p閞dida de tiempo. Nunca cabr? lo has dejado peque駉'. Dice [willful_events_char_1.GetSheHe]. ero es mi sombrero favorito!;;;;;;;;;x
EVTDESCB_ZE_12040;我与 [willful_events_char_2.GetFirstName] 一起出去玩, 我们靠近一间废弃的鬼屋, 我们不应该去那里,  [willful_events_char_2.GetFirstName] 已经面色惊恐.;[willful_events_char_2.GetFirstName] et moi jouons dehors, non loin de la maison abandonn閑. Nous n'avons normalement pas le droit d'y aller, et [willful_events_char_2.GetFirstName] dissimule mal sa crainte.;Ich spiele mit [willful_events_char_2.GetFirstName] und wir sind in der N鋒e des Hauses, in das wir nicht hineingehen sollen. [willful_events_char_2.GetFirstName] sieht 鋘gstlich aus.;;Estoy fuera jugando con [willful_events_char_2.GetFirstName] y estamos cerca de la casa embrujada abandonada. Se supone que no tenemos que ir all?y [willful_events_char_2.GetFirstName] parece asustado.;;;;;;;;;x
